식품명,대표식품명,식품중분류명,에너지(kcal),수분(g),단백질(g),지방(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),나트륨(mg),비타민 A(μg RAE),비타민 D(μg),비타민 C(mg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g)
피자_하와이언 피자 체다크림크러스트 (L),피자,해당없음,215,,10.79,,,6.47,,,,391.0,,,,,2.09,
피자_하와이언 피자 체다크림크러스트 (R),피자,해당없음,214,,10.28,,,6.54,,,,386.0,,,,,1.78,
피자_하와이언 피자 치즈크러스트 (F),피자,해당없음,287,,16.82,,,4.27,,,,89.0,,,,,3.55,
피자_하와이언 피자 치즈크러스트 (L),피자,해당없음,295,,17.18,,,4.08,,,,166.0,,,,,3.45,
피자_하와이언 피자 치즈크러스트 (L),피자,해당없음,211,,11.59,,,4.35,,,,359.0,,,,,2.03,
피자_하와이언 피자 치즈크러스트 (R),피자,해당없음,294,,16.38,,,3.85,,,,139.0,,,,,3.55,
피자_하와이언 피자 치즈크러스트 (R),피자,해당없음,208,,11.11,,,4.63,,,,355.0,,,,,1.76,
피자_하와이언 피자 팬 (F),피자,해당없음,295,,16.49,,,4.68,,,,162.0,,,,,2.46,
피자_하와이언 피자 팬 (L),피자,해당없음,292,,16.42,,,4.74,,,,170.0,,,,,2.59,
피자_하와이언 피자 팬 (L),피자,해당없음,216,,11.11,,,4.76,,,,344.0,,,,,2.06,
피자_하와이언 피자 팬 (R),피자,해당없음,292,,15.16,,,4.68,,,,134.0,,,,,2.35,
피자_하와이언 피자 팬 (R),피자,해당없음,213,,10.31,,,5.15,,,,336.0,,,,,1.75,
피자_하와이언 피자 흑미스크린 (L),피자,해당없음,205,,10.92,,,5.88,,,,341.0,,,,,1.93,
피자_하와이언 피자 흑미스크린 (R),피자,해당없음,198,,9.41,,,5.88,,,,329.0,,,,,1.65,
피자_하와이언 피자 흑미스크린치즈크러스트 (L),피자,해당없음,202,,10.77,,,6.15,,,,358.0,,,,,1.92,
피자_하와이언 피자 흑미스크린치즈크러스트 (R),피자,해당없음,194,,10.42,,,6.25,,,,351.0,,,,,1.77,
피자_하와이언 피자,피자,해당없음,264,,13.5,,,0.61,,,,202.0,,,,,4.29,
피자_하프앤하프 피자 골드 (L),피자,해당없음,231,,10.2,,,3.93,,,,392.0,,,,,4.64,
피자_하프앤하프 피자 골드 (R),피자,해당없음,231,,10.99,,,5.49,,,,386.0,,,,,4.4,
피자_하프앤하프 피자 에그타르트 (L),피자,해당없음,237,,9.28,,,5.72,,,,346.0,,,,,4.79,
피자_하프앤하프 피자 에그타르트 (R),피자,해당없음,239,,10.44,,,7.14,,,,338.0,,,,,4.95,
피자_하프앤하프 피자 크림치즈 (L),피자,해당없음,232,,9.19,,,4.51,,,,363.0,,,,,4.97,
피자_하프앤하프 피자 크림치즈 (R),피자,해당없음,233,,10.05,,,5.82,,,,356.0,,,,,5.29,
피자_한우불고기 피자 라이스골드 (R),피자,해당없음,274,,16.88,,,2.66,,,,146.0,,,,,5.25,
피자_한우불고기 피자 라이스바이트 (F),피자,해당없음,261,,15.73,,,2.98,,,,208.0,,,,,4.48,
피자_한우불고기 피자 라이스바이트 (L),피자,해당없음,269,,16.11,,,3.36,,,,116.0,,,,,2.52,
피자_한우불고기 피자 라이스바이트 (R),피자,해당없음,275,,15.46,,,3.33,,,,99.0,,,,,2.15,
피자_한우불고기 피자 석쇠 (F),피자,해당없음,255,,16.76,,,3.41,,,,168.0,,,,,3.6,
피자_한우불고기 피자 석쇠 (L),피자,해당없음,259,,16.93,,,3.41,,,,168.0,,,,,3.58,
피자_한우불고기 피자 석쇠 (R),피자,해당없음,260,,16.93,,,3.37,,,,165.0,,,,,3.51,
피자_한우불고기 피자 치즈크러스트 (F),피자,해당없음,256,,17.2,,,3.07,,,,173.0,,,,,4.35,
피자_한우불고기 피자 치즈크러스트 (L),피자,해당없음,267,,17.54,,,3.04,,,,164.0,,,,,4.19,
피자_한우불고기 피자 치즈크러스트 (R),피자,해당없음,274,,17.76,,,2.9,,,,157.0,,,,,4.22,
피자_한우불고기 피자 팬 (F),피자,해당없음,263,,16.92,,,3.41,,,,160.0,,,,,3.38,
피자_한우불고기 피자 팬 (L),피자,해당없음,266,,17.12,,,3.43,,,,161.0,,,,,3.41,
피자_한우불고기 피자 팬 (R),피자,해당없음,267,,17.06,,,3.38,,,,158.0,,,,,3.33,
피자_한우핫불고기 피자 골드 (L),피자,해당없음,267,,16.52,,,2.75,,,,150.0,,,,,5.34,
피자_한우핫불고기 피자 라이스골드 (F),피자,해당없음,264,,17.09,,,3.67,,,,148.0,,,,,4.65,
피자_한우핫불고기 피자 라이스골드 (R),피자,해당없음,274,,16.88,,,2.66,,,,146.0,,,,,5.25,
피자_한우핫불고기 피자 라이스바이트 (F),피자,해당없음,273,,15.85,,,2.93,,,,201.0,,,,,4.28,
피자_한우핫불고기 피자 라이스바이트 (L),피자,해당없음,269,,16.11,,,3.36,,,,116.0,,,,,2.52,
피자_한우핫불고기 피자 라이스바이트 (R),피자,해당없음,275,,15.46,,,3.33,,,,99.0,,,,,2.15,
피자_한우핫불고기 피자 석쇠 (F),피자,해당없음,273,,17.13,,,3.41,,,,150.0,,,,,3.14,
피자_한우핫불고기 피자 석쇠 (L),피자,해당없음,259,,16.93,,,3.41,,,,168.0,,,,,3.58,
피자_한우핫불고기 피자 석쇠 (R),피자,해당없음,260,,16.93,,,3.37,,,,165.0,,,,,3.51,
피자_한우핫불고기 피자 치즈크러스트 (F),피자,해당없음,272,,17.6,,,3.02,,,,158.0,,,,,4.07,
피자_한우핫불고기 피자 치즈크러스트 (L),피자,해당없음,267,,17.54,,,3.04,,,,164.0,,,,,4.19,
피자_한우핫불고기 피자 치즈크러스트 (R),피자,해당없음,274,,17.76,,,2.9,,,,157.0,,,,,4.22,
피자_한우핫불고기 피자 팬 (F),피자,해당없음,280,,17.29,,,3.42,,,,142.0,,,,,2.92,
피자_한우핫불고기 피자 팬 (L),피자,해당없음,266,,17.12,,,3.43,,,,161.0,,,,,3.41,
피자_할라불고기 피자 (L),피자,해당없음,243,,12.64,,,4.52,,,,430.0,,,,,3.7,
피자_할라피노 피자 (L),피자,해당없음,289,,6.47,,,3.24,,,,379.0,,,,,1.37,
피자_할라피뇨프라이 피자 (L),피자,해당없음,268,,14.0,,,3.0,,,,429.0,,,,,4.0,
피자_할라피뇨 피자 오리지널 (M),피자,해당없음,295,,19.28,15.39,31.07,4.82,,,,469.0,,,,38.53,3.61,0.07
피자_할루미 피자 고구마크러스트 (L),피자,해당없음,264,,14.96,,,5.51,,,,426.0,,,,,4.17,
피자_할루미 피자 고구마크러스트 (R),피자,해당없음,264,,14.14,,,6.06,,,,423.0,,,,,4.04,
피자_할루미 피자 밀스크린 (L),피자,해당없음,276,,16.22,,,4.5,,,,529.0,,,,,4.5,
피자_할루미 피자 밀스크린 (R),피자,해당없음,276,,16.46,,,5.06,,,,533.0,,,,,4.81,
피자_할루미 피자 밀스크린고구마크러스트 (L),피자,해당없음,270,,14.75,,,5.74,,,,491.0,,,,,4.18,
피자_할루미 피자 밀스크린고구마크러스트 (R),피자,해당없음,265,,14.61,,,5.62,,,,483.0,,,,,4.27,
피자_할루미 피자 밀스크린체다크림크러스트 (L),피자,해당없음,271,,15.45,,,6.5,,,,566.0,,,,,4.39,
피자_할루미 피자 밀스크린체다크림크러스트 (R),피자,해당없음,269,,15.73,,,6.74,,,,571.0,,,,,4.49,
피자_할루미 피자 밀스크린치즈크러스트 (L),피자,해당없음,266,,16.39,,,4.1,,,,530.0,,,,,4.34,
피자_할루미 피자 밀스크린치즈크러스트 (R),피자,해당없음,259,,16.48,,,4.4,,,,525.0,,,,,4.4,
피자_할루미 피자 백미스크린 (L),피자,해당없음,271,,16.82,,,7.48,,,,520.0,,,,,4.58,
피자_할루미 피자 백미스크린 (R),피자,해당없음,269,,16.88,,,7.79,,,,519.0,,,,,4.81,
피자_할루미 피자 백미스크린치즈크러스트 (L),피자,해당없음,259,,15.97,,,6.72,,,,518.0,,,,,4.37,
피자_할루미 피자 백미스크린치즈크러스트 (R),피자,해당없음,256,,17.05,,,6.82,,,,520.0,,,,,4.43,
피자_할루미 피자 씬 (L),피자,해당없음,288,,18.29,,,4.88,,,,468.0,,,,,7.2,
피자_할루미 피자 씬 (R),피자,해당없음,289,,17.46,,,4.76,,,,463.0,,,,,7.14,
피자_할루미 피자 체다크림크러스트 (L),피자,해당없음,265,,15.63,,,6.25,,,,498.0,,,,,4.38,
피자_할루미 피자 체다크림크러스트 (R),피자,해당없음,267,,15.15,,,6.06,,,,501.0,,,,,4.24,
피자_할루미 피자 치즈크러스트 (L),피자,해당없음,261,,16.54,,,3.94,,,,464.0,,,,,4.33,
피자_할루미 피자 치즈크러스트 (R),피자,해당없음,261,,16.0,,,4.0,,,,466.0,,,,,4.2,
피자_할루미 피자 팬 (L),피자,해당없음,271,,16.52,,,4.35,,,,460.0,,,,,4.61,
피자_할루미 피자 팬 (R),피자,해당없음,273,,15.73,,,4.49,,,,460.0,,,,,4.49,
피자_할루미 피자 흑미스크린 (L),피자,해당없음,265,,16.82,,,6.54,,,,467.0,,,,,4.67,
피자_할루미 피자 흑미스크린 (R),피자,해당없음,264,,16.88,,,6.49,,,,471.0,,,,,4.81,
피자_할루미 피자 흑미스크린치즈크러스트 (L),피자,해당없음,255,,15.97,,,5.88,,,,471.0,,,,,4.37,
피자_할루미 피자 흑미스크린치즈크러스트 (R),피자,해당없음,251,,15.91,,,5.68,,,,478.0,,,,,4.55,
피자_핫&스파이시치킨 피자 (L),피자,해당없음,244,,11.36,,,3.41,,,,432.0,,,,,3.75,
피자_핫&스파이시치킨 피자 (R),피자,해당없음,241,,11.39,,,3.8,,,,430.0,,,,,3.67,
피자_핫갈베 피자 (L),피자,해당없음,281,,6.32,,,4.15,,,,492.0,,,,,1.2,
피자_핫멕시칸 피자 고구마크러스트 (L),피자,해당없음,227,,12.32,,,4.35,,,,393.0,,,,,2.83,
피자_핫멕시칸 피자 고구마크러스트 (R),피자,해당없음,226,,11.32,,,4.72,,,,389.0,,,,,2.64,
피자_핫멕시칸 피자 밀스크린 (L),피자,해당없음,233,,13.11,,,3.28,,,,482.0,,,,,2.95,
피자_핫멕시칸 피자 밀스크린 (R),피자,해당없음,226,,12.64,,,3.45,,,,476.0,,,,,2.87,
피자_핫멕시칸 피자 밀스크린고구마크러스트 (L),피자,해당없음,231,,12.03,,,4.51,,,,451.0,,,,,2.78,
피자_핫멕시칸 피자 밀스크린고구마크러스트 (R),피자,해당없음,224,,11.46,,,4.17,,,,442.0,,,,,2.71,
피자_핫멕시칸 피자 밀스크린체다크림크러스트 (L),피자,해당없음,232,,12.69,,,4.48,,,,520.0,,,,,2.91,
피자_핫멕시칸 피자 밀스크린체다크림크러스트 (R),피자,해당없음,226,,12.37,,,5.15,,,,516.0,,,,,2.78,
피자_핫멕시칸 피자 밀스크린치즈크러스트 (L),피자,해당없음,226,,13.43,,,2.99,,,,484.0,,,,,2.91,
피자_핫멕시칸 피자 밀스크린치즈크러스트 (R),피자,해당없음,219,,13.27,,,3.06,,,,482.0,,,,,2.76,
피자_핫멕시칸 피자 백미스크린 (L),피자,해당없음,227,,13.56,,,5.93,,,,472.0,,,,,2.97,
피자_핫멕시칸 피자 백미스크린 (R),피자,해당없음,221,,13.1,,,5.95,,,,469.0,,,,,2.86,
피자_핫멕시칸 피자 백미스크린치즈크러스트 (L),피자,해당없음,221,,13.08,,,5.38,,,,475.0,,,,,2.85,
피자_핫멕시칸 피자 백미스크린치즈크러스트 (R),피자,해당없음,213,,12.5,,,5.21,,,,470.0,,,,,2.81,
피자_핫멕시칸 피자 씬 (L),피자,해당없음,231,,13.98,,,3.23,,,,414.0,,,,,4.84,
피자_핫멕시칸 피자 씬 (R),피자,해당없음,230,,12.86,,,2.86,,,,409.0,,,,,4.57,
피자_핫멕시칸 피자 체다크림크러스트 (L),피자,해당없음,228,,12.95,,,5.04,,,,460.0,,,,,2.95,
피자_핫멕시칸 피자 체다크림크러스트 (R),피자,해당없음,228,,12.15,,,4.67,,,,457.0,,,,,2.71,
피자_핫멕시칸 피자 치즈크러스트 (L),피자,해당없음,224,,13.04,,,2.9,,,,428.0,,,,,2.97,
피자_핫멕시칸 피자 치즈크러스트 (R),피자,해당없음,222,,12.96,,,2.78,,,,426.0,,,,,2.69,
피자_핫멕시칸 피자 팬 (L),피자,해당없음,230,,13.49,,,3.17,,,,421.0,,,,,3.02,
피자_핫멕시칸 피자 팬 (R),피자,해당없음,229,,12.37,,,3.2,,,,414.0,,,,,2.78,
피자_핫멕시칸 피자 흑미스크린 (L),피자,해당없음,220,,13.45,,,4.2,,,,421.0,,,,,2.94,
피자_핫멕시칸 피자 흑미스크린 (R),피자,해당없음,214,,12.94,,,4.71,,,,419.0,,,,,2.82,
피자_핫멕시칸 피자 흑미스크린치즈크러스트 (L),피자,해당없음,216,,13.08,,,4.62,,,,432.0,,,,,2.92,
피자_핫멕시칸 피자 흑미스크린치즈크러스트 (R),피자,해당없음,208,,12.5,,,4.17,,,,431.0,,,,,2.81,
피자_핫바베큐 피자,피자,해당없음,268,,14.29,,,5.97,,,,487.0,,,,,3.43,
피자_핫불고기 피자 (L),피자,해당없음,242,,14.43,,,8.92,,,,404.0,,,,,3.32,
피자_핫쉬림프골드 피자 (L),피자,해당없음,242,,12.08,,,10.11,,,,504.0,,,,,5.67,
피자_핫쉬림프 피자 (L),피자,해당없음,225,,13.45,,,9.56,,,,527.0,,,,,2.98,
피자_핫스파이스 피자 (L),피자,해당없음,227,,13.98,,,5.91,,,,515.0,,,,,2.15,
피자_핫스파이시치킨 피자 (L),피자,해당없음,209,,11.74,,,5.35,,,,415.0,,,,,2.73,
피자_핫스파이시치킨 피자 (M),피자,해당없음,215,,12.37,,,4.86,,,,423.0,,,,,2.75,
피자_핫스파이시치킨 피자 오리지널 (M),피자,해당없음,288,,13.48,12.87,36.36,5.62,,,,473.0,,,,34.54,4.49,0.09
피자_핫앤스파이시멕시칸 피자 (F),피자,해당없음,232,,9.7,,,4.48,,,,551.0,,,,,3.73,
피자_핫앤스파이시멕시칸 피자 (L),피자,해당없음,232,,9.5,,,4.0,,,,549.0,,,,,3.5,
피자_핫앤스파이시멕시칸 피자 (P),피자,해당없음,231,,9.49,,,4.38,,,,547.0,,,,,3.65,
피자_핫앤스파이시멕시칸 피자 (R),피자,해당없음,232,,9.52,,,4.08,,,,550.0,,,,,3.4,
피자_핫앤스파이시 피자 (L),피자,해당없음,264,,12.14,,,4.29,,,,324.0,,,,,4.29,
피자_핫제육쉬림프 피자 (L),피자,해당없음,208,,11.97,,,5.85,,,,497.0,,,,,3.45,
피자_핫제육쉬림프 피자 (M),피자,해당없음,209,,13.65,,,5.3,,,,465.0,,,,,3.3,
피자_핫직화불고기 피자 (L),피자,해당없음,225,,11.75,,,5.52,,,,427.0,,,,,2.65,
피자_핫직화불고기 피자 (M),피자,해당없음,226,,12.23,,,5.65,,,,432.0,,,,,2.9,
피자_핫치킨쉬림프 피자 (L),피자,해당없음,236,,12.07,,,6.13,,,,339.0,,,,,1.38,
피자_핫치킨쉬림프 피자 (L),피자,해당없음,83,,3.74,,,1.79,,,,136.0,,,,,1.87,
피자_핫치킨쉬림프 피자 (L),피자,해당없음,210,,13.33,,,4.61,,,,436.0,,,,,3.38,
피자_핫치킨쉬림프 피자 (M),피자,해당없음,200,,12.56,,,4.7,,,,437.0,,,,,3.27,
피자_핫치킨 쉬림프 피자 (XL),피자,해당없음,177,,8.84,,,1.36,,,,245.0,,,,,2.99,
피자_핫치킨포테이토 피자 (L),피자,해당없음,230,,14.0,,,4.0,,,,471.0,,,,,2.0,
피자_핫치킨 피자 (L),피자,해당없음,301,,17.44,9.65,36.06,4.72,,,,374.0,,,,27.17,3.96,0.14
피자_핫치킨 피자 (L),피자,해당없음,213,,9.58,,,3.33,,,,285.0,,,,,4.67,
피자_핫치킨 피자 (L),피자,해당없음,217,,11.11,,,4.76,,,,260.0,,,,,3.17,
피자_핫치킨 피자 (XL),피자,해당없음,268,,18.89,,,3.26,,,,339.0,,,,,5.7,
피자_핫치킨 피자,피자,해당없음,244,,11.8,7.87,30.9,4.49,,,,354.0,,,,5.06,5.06,0.0
피자_핫칠리새우 피자 (L),피자,해당없음,88,,3.75,,,1.79,,,,147.0,,,,,1.96,
피자_핫커리치킨 피자 밀도우 (L),피자,해당없음,107,,8.99,,,0.37,,,,286.0,,,,,2.93,
피자_핫커리치킨 피자 밀도우 (R),피자,해당없음,71,,6.0,,,0.25,,,,190.0,,,,,1.94,
피자_핫커리치킨 피자 씬도우 (L),피자,해당없음,107,,8.99,,,0.36,,,,286.0,,,,,2.92,
피자_핫커리치킨 피자 씬도우 (R),피자,해당없음,71,,5.99,,,0.24,,,,190.0,,,,,1.94,
피자_핫페퍼불고기 피자 (L),피자,해당없음,353,,19.0,,,2.0,,,,501.0,,,,,8.0,
피자_해쉬베이컨 피자 골드스윗 (L),피자,해당없음,243,,12.86,,,3.57,,,,377.0,,,,,5.0,
피자_해쉬베이컨 피자 골드스윗 (R),피자,해당없음,243,,12.57,,,3.66,,,,375.0,,,,,5.24,
피자_해쉬베이컨 피자 리코타링 (L),피자,해당없음,240,,13.18,,,3.1,,,,409.0,,,,,4.65,
피자_해쉬베이컨 피자 리코타링 (R),피자,해당없음,242,,13.14,,,3.43,,,,416.0,,,,,5.14,
피자_해쉬베이컨 피자 석쇠 (L),피자,해당없음,233,,12.93,,,2.59,,,,382.0,,,,,3.45,
피자_해쉬베이컨 피자 석쇠 (R),피자,해당없음,233,,12.9,,,2.58,,,,382.0,,,,,3.87,
피자_해쉬베이컨 피자 씬도우 (L),피자,해당없음,266,,12.75,,,4.9,,,,410.0,,,,,5.88,
피자_해쉬베이컨 피자 씬도우 (R),피자,해당없음,282,,10.67,,,5.33,,,,448.0,,,,,6.0,
피자_해쉬베이컨 피자 치즈링 (L),피자,해당없음,234,,13.74,,,2.29,,,,435.0,,,,,3.82,
피자_해쉬베이컨 피자 치즈링 (R),피자,해당없음,234,,13.89,,,2.22,,,,447.0,,,,,4.44,
피자_햄벅한새우 피자 골드 (L),피자,해당없음,223,,10.67,,,4.58,,,,451.0,,,,,4.33,
피자_햄벅한새우 피자 골드 (R),피자,해당없음,259,,12.39,,,5.31,,,,473.0,,,,,5.31,
피자_햄벅한새우 피자 노엣지 (L),피자,해당없음,219,,10.64,,,4.09,,,,459.0,,,,,3.57,
피자_햄벅한새우 피자 노엣지 (R),피자,해당없음,259,,12.56,,,5.03,,,,486.0,,,,,4.52,
피자_햄벅한새우 피자 에그타르트 (L),피자,해당없음,228,,9.92,,,6.04,,,,413.0,,,,,4.45,
피자_햄벅한새우 피자 에그타르트 (R),피자,해당없음,265,,11.5,,,7.08,,,,435.0,,,,,5.31,
피자_햄벅한새우 피자 치즈캡 (L),피자,해당없음,223,,11.74,,,3.73,,,,477.0,,,,,4.2,
피자_햄벅한새우 피자 치즈캡 (R),피자,해당없음,261,,13.51,,,4.5,,,,508.0,,,,,5.41,
피자_햄벅한새우 피자 크림치즈 (L),피자,해당없음,224,,9.82,,,5.03,,,,424.0,,,,,4.61,
피자_햄벅한새우 피자 크림치즈 (R),피자,해당없음,260,,11.21,,,6.03,,,,449.0,,,,,6.03,
피자_행복하새우 피자 (L),피자,해당없음,241,,13.01,6.86,23.47,5.16,,,,381.0,,,,30.83,3.74,0.13
피자_허니 고르곤졸라 스퀘어 피자,피자,해당없음,254,,12.0,,,2.0,,,,516.0,,,,,2.2,
피자_허니갈릭쉬림프 피자 (L),피자,해당없음,245,,11.57,,,4.57,,,,426.0,,,,,3.65,
피자_허니갈릭쉬림프 피자 (M),피자,해당없음,242,,10.91,,,5.3,,,,437.0,,,,,3.76,
피자_허니갈릭텐더 피자 (L),피자,해당없음,249,,10.95,,,5.38,,,,401.0,,,,,3.45,
피자_허니갈릭텐더 피자 (M),피자,해당없음,262,,11.43,,,5.17,,,,385.0,,,,,3.81,
피자_허니비프 피자,피자,해당없음,284,,13.35,,,4.3,,,,502.0,,,,,0.89,
피자_허니크런치스테이크 피자,피자,해당없음,251,,13.0,,,5.44,,,,343.0,,,,,4.37,
피자_허브포테이토 피자 씬 (L),피자,해당없음,242,,10.68,,,4.85,,,,419.0,,,,,5.34,
피자_허브포테이토 피자 씬 (R),피자,해당없음,241,,10.26,,,5.13,,,,415.0,,,,,5.13,
피자_헤븐스페셜 피자 (L),피자,해당없음,273,,13.49,,,3.17,,,,370.0,,,,,3.81,
피자_홍대 피자 골드스윗 (L),피자,해당없음,269,,11.36,,,6.06,,,,397.0,,,,,6.06,
피자_홍대 피자 골드스윗 (R),피자,해당없음,268,,11.38,,,5.99,,,,397.0,,,,,5.99,
피자_홍대 피자 리코타링 (L),피자,해당없음,269,,11.57,,,5.79,,,,433.0,,,,,5.79,
피자_홍대 피자 리코타링 (R),피자,해당없음,271,,12.0,,,6.0,,,,443.0,,,,,6.0,
피자_홍대 피자 석쇠 (L),피자,해당없음,264,,11.11,,,5.56,,,,406.0,,,,,4.63,
피자_홍대 피자 석쇠 (R),피자,해당없음,264,,11.54,,,5.38,,,,406.0,,,,,4.62,
피자_홍대 피자 씬도우 (L),피자,해당없음,268,,11.86,,,6.19,,,,464.0,,,,,5.67,
피자_홍대 피자 씬도우 (R),피자,해당없음,261,,12.42,,,5.23,,,,463.0,,,,,5.23,
피자_홍대 피자 치즈링 (L),피자,해당없음,261,,12.2,,,4.88,,,,460.0,,,,,4.88,
피자_홍대 피자 치즈링 (R),피자,해당없음,260,,12.9,,,4.52,,,,477.0,,,,,5.16,
피자_화이트고구마무스 피자 (L),피자,해당없음,236,,8.88,,,6.13,,,,315.0,,,,,4.35,
피자_황제천왕 피자 (L),피자,해당없음,253,,11.88,,,4.38,,,,345.0,,,,,4.38,
피자_흐르쥬퐁듀 시카고 피자,피자,해당없음,221,,9.73,6.49,24.32,1.62,,,,190.0,,,,0.0,3.24,0.05
피자_흥부포테이토 피자 골드스윗 (G),피자,해당없음,277,,13.45,,,2.92,,,,412.0,,,,,6.43,
피자_흥부포테이토 피자 골드스윗 (L),피자,해당없음,277,,13.74,,,3.05,,,,414.0,,,,,6.11,
피자_흥부포테이토 피자 골드스윗 (R),피자,해당없음,275,,13.0,,,3.0,,,,413.0,,,,,6.0,
피자_흥부포테이토 피자 리코타링 (G),피자,해당없음,279,,13.55,,,1.94,,,,457.0,,,,,6.45,
피자_흥부포테이토 피자 리코타링 (L),피자,해당없음,278,,14.17,,,2.5,,,,452.0,,,,,5.83,
피자_흥부포테이토 피자 리코타링 (R),피자,해당없음,278,,13.59,,,2.72,,,,454.0,,,,,5.98,
피자_흥부포테이토 피자 석쇠 (G),피자,해당없음,274,,13.87,,,1.46,,,,427.0,,,,,5.11,
피자_흥부포테이토 피자 석쇠 (L),피자,해당없음,274,,14.02,,,1.87,,,,427.0,,,,,4.67,
피자_흥부포테이토 피자 석쇠 (R),피자,해당없음,274,,13.41,,,1.83,,,,427.0,,,,,4.88,
피자_흥부포테이토 피자 씬도우 (L),피자,해당없음,289,,11.48,,,2.73,,,,446.0,,,,,6.01,
피자_흥부포테이토 피자 씬도우 (R),피자,해당없음,278,,11.94,,,4.48,,,,476.0,,,,,5.97,
피자_흥부포테이토 피자 치즈링 (G),피자,해당없음,269,,15.09,,,1.26,,,,485.0,,,,,5.66,
피자_흥부포테이토 피자 치즈링 (L),피자,해당없음,270,,14.75,,,1.64,,,,479.0,,,,,4.92,
피자_흥부포테이토 피자 치즈링 (R),피자,해당없음,269,,14.29,,,1.59,,,,483.0,,,,,5.29,
피자_디트로이트 더블페퍼로니 피자 (L),피자,해당없음,357,,14.0,,,3.22,,,,729.0,,,,,7.22,
피자_디트로이트 미티디럭스 피자 (L),피자,해당없음,337,,13.85,,,3.33,,,,626.0,,,,,6.58,
피자_디트로이트 하와이안 피자 (L),피자,해당없음,299,,11.29,,,5.89,,,,471.0,,,,,5.4,
피자_12첩콤비네이션 피자 (L),피자,해당없음,236,,10.83,,,4.65,,,,431.0,,,,,5.16,
피자_12첩콤비네이션 피자 (R),피자,해당없음,239,,11.29,,,4.64,,,,447.0,,,,,5.66,
피자_7번가스페셜 피자 씬바샤삭 (L),피자,해당없음,278,,10.53,,,5.26,,,,461.0,,,,,7.02,
피자_7번가스페셜 피자 씬바샤삭 (R),피자,해당없음,264,,11.24,,,4.73,,,,498.0,,,,,5.92,
피자_88페퍼로니 피자 (XL),피자,해당없음,261,,15.54,,,3.38,,,,589.0,,,,,5.55,
피자_LA BBQ 불고기 피자 씬 (L),피자,해당없음,308,,15.71,,,3.68,,,,544.0,,,,,8.57,
피자_LA BBQ 불고기 피자 오리지널 (L),피자,해당없음,271,,13.63,,,3.14,,,,598.0,,,,,4.61,
피자_LA BBQ 불고기 피자 오리지널 (M),피자,해당없음,274,,13.8,,,3.23,,,,598.0,,,,,4.94,
피자_LA BBQ 불고기 피자 오리지널 파마산 치즈 (L),피자,해당없음,275,,14.19,,,3.05,,,,612.0,,,,,5.05,
피자_LA BBQ 불고기 피자 오리지널 파마산 치즈 (M),피자,해당없음,279,,14.36,,,3.13,,,,613.0,,,,,5.46,
피자_LA BBQ 불고기 피자 팬 (L),피자,해당없음,300,,12.5,,,3.06,,,,519.0,,,,,5.09,
피자_LA BBQ불고기+페페로니 피자 씬 (L),피자,해당없음,328,,16.3,,,3.46,,,,626.0,,,,,9.53,
피자_LA BBQ불고기+페페로니 피자 오리지널 파마산엣지 (L),피자,해당없음,283,,14.19,,,2.91,,,,656.0,,,,,5.37,
피자_LA BBQ불고기+페페로니 피자 팬 (L),피자,해당없음,310,,12.75,,,2.94,,,,564.0,,,,,5.59,
피자_LA BBQ불고기+페페로니 피자 오리지날 (L),피자,해당없음,263,,13.35,,,2.88,,,,596.0,,,,,4.58,
피자_가든 스페셜 피자 골드링 (F),피자,해당없음,227,,9.42,,,4.71,,,,447.0,,,,,3.53,
피자_가든 스페셜 피자 골드링 (L),피자,해당없음,227,,9.68,,,4.4,,,,447.0,,,,,3.52,
피자_가든 스페셜 피자 골드링 (P),피자,해당없음,227,,9.26,,,4.9,,,,447.0,,,,,3.27,
피자_가든 스페셜 피자 골드링씬 (F),피자,해당없음,237,,8.94,,,3.58,,,,410.0,,,,,4.17,
피자_가든 스페셜 피자 씬 (F),피자,해당없음,238,,9.32,,,0.78,,,,460.0,,,,,3.88,
피자_가든 스페셜 피자 오리지널 (F),피자,해당없음,214,,8.4,,,3.06,,,,468.0,,,,,3.06,
피자_가든 스페셜 피자 오리지널 (L),피자,해당없음,214,,8.22,,,3.08,,,,468.0,,,,,2.57,
피자_가든 스페셜 피자 오리지널 (P),피자,해당없음,213,,8.26,,,3.01,,,,468.0,,,,,3.01,
피자_가든 스페셜 피자 오리지널 (R),피자,해당없음,213,,8.37,,,3.49,,,,468.0,,,,,2.79,
피자_가든 스페셜 피자 치즈롤 (F),피자,해당없음,221,,9.33,,,2.33,,,,494.0,,,,,4.08,
피자_가든 스페셜 피자 치즈롤 (L),피자,해당없음,220,,9.31,,,2.33,,,,494.0,,,,,3.88,
피자_가든 스페셜 피자 치즈롤 (P),피자,해당없음,220,,9.26,,,2.31,,,,494.0,,,,,4.05,
피자_갈릭쉬림프 피자 (L),피자,해당없음,292,,12.17,,,3.48,,,,149.0,,,,,4.35,
피자_갈릭쉬림프 피자 (L),피자,해당없음,177,,11.78,,,4.15,,,,405.0,,,,,4.95,
피자_갈릭쉬림프 피자 (L),피자,해당없음,215,,5.29,,,1.67,,,,285.0,,,,,4.1,
피자_갈릭스테이크 피자 (L),피자,해당없음,229,,12.14,,,4.37,,,,340.0,,,,,3.78,
