식품명,대표식품명,식품중분류명,에너지(kcal),수분(g),단백질(g),지방(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),나트륨(mg),비타민 A(μg RAE),비타민 D(μg),비타민 C(mg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g)
피자_슈퍼콤비네이션 피자 골드스윗 (R),피자,해당없음,291,,15.24,,,3.66,,,,415.0,,,,,6.71,
피자_슈퍼콤비네이션 피자 리코타링 (G),피자,해당없음,295,,15.65,,,2.72,,,,465.0,,,,,6.8,
피자_슈퍼콤비네이션 피자 리코타링 (L),피자,해당없음,294,,15.74,,,3.05,,,,465.0,,,,,7.11,
피자_슈퍼콤비네이션 피자 리코타링 (R),피자,해당없음,295,,16.22,,,3.38,,,,468.0,,,,,6.76,
피자_슈퍼콤비네이션 피자 밀도우 (L),피자,해당없음,113,,7.63,,,0.93,,,,257.0,,,,,3.02,
피자_슈퍼콤비네이션 피자 밀도우 (R),피자,해당없음,75,,5.07,,,0.63,,,,171.0,,,,,2.0,
피자_슈퍼콤비네이션 피자 석쇠 (G),피자,해당없음,291,,16.28,,,2.33,,,,434.0,,,,,5.43,
피자_슈퍼콤비네이션 피자 석쇠 (L),피자,해당없음,291,,16.28,,,2.33,,,,434.0,,,,,5.81,
피자_슈퍼콤비네이션 피자 석쇠 (R),피자,해당없음,291,,16.41,,,2.34,,,,434.0,,,,,5.47,
피자_슈퍼콤비네이션 피자 씬도우 (L),피자,해당없음,308,,16.78,,,2.8,,,,469.0,,,,,7.69,
피자_슈퍼콤비네이션 피자 씬도우 (L),피자,해당없음,113,,7.63,,,0.94,,,,257.0,,,,,3.02,
피자_슈퍼콤비네이션 피자 씬도우 (R),피자,해당없음,295,,16.07,,,3.57,,,,462.0,,,,,8.04,
피자_슈퍼콤비네이션 피자 씬도우 (R),피자,해당없음,75,,5.08,,,0.63,,,,171.0,,,,,2.01,
피자_슈퍼콤비네이션 피자 오리지널 (M),피자,해당없음,301,,14.13,14.5,33.64,5.43,,,,420.0,,,,23.39,3.26,0.16
피자_슈퍼콤비네이션 피자 치즈링 (G),피자,해당없음,284,,17.22,,,1.99,,,,494.0,,,,,5.96,
피자_슈퍼콤비네이션 피자 치즈링 (L),피자,해당없음,284,,16.83,,,1.98,,,,496.0,,,,,5.94,
피자_슈퍼콤비네이션 피자 치즈링 (R),피자,해당없음,283,,16.99,,,1.96,,,,502.0,,,,,5.88,
피자_슈퍼콤비네이션 피자,피자,해당없음,244,,10.92,,,4.26,,,,392.0,,,,,3.95,
피자_슈퍼콤비네이션 피자,피자,해당없음,254,,13.27,9.69,20.92,1.53,,,,394.0,,,,0.0,4.08,0.1
피자_슈프림콤비 피자 (L),피자,해당없음,240,,11.31,,,6.19,,,,280.0,,,,,3.29,
피자_슈프림콤비 피자 (M),피자,해당없음,252,,12.74,,,6.45,,,,276.0,,,,,3.94,
피자_슈프림 피자 (XL),피자,해당없음,217,,15.3,,,2.39,,,,344.0,,,,,2.99,
피자_스나이퍼 피자 (L),피자,해당없음,232,,10.4,,,7.32,,,,349.0,,,,,3.41,
피자_스노우고구마 피자,피자,해당없음,256,,12.06,,,6.67,,,,506.0,,,,,3.43,
피자_스리라차 슈림프 피자,피자,해당없음,250,,8.01,,,7.45,,,,405.0,,,,,2.93,
피자_스위트고구마무스 피자 (L),피자,해당없음,289,,9.45,,,8.0,,,,255.0,,,,,3.87,
피자_스위트고구마 피자 오리지널 (M),피자,해당없음,256,,11.5,8.28,27.45,6.19,,,,349.0,,,,14.88,3.54,0.04
피자_스위트골드 피자 (L),피자,해당없음,244,,11.94,,,5.47,,,,476.0,,,,,3.48,
피자_스위트불고기 피자 (L),피자,해당없음,247,,14.0,,,5.33,,,,769.0,,,,,4.0,
피자_스위트큐브 피자 (L),피자,해당없음,249,,10.71,,,4.93,,,,274.0,,,,,4.14,
피자_스위트큐브 피자 (R),피자,해당없음,250,,10.53,,,4.96,,,,274.0,,,,,4.14,
피자_스위트크림&콘슈 시카고 피자,피자,해당없음,269,,11.66,13.5,25.77,6.75,,,,402.0,,,,0.0,4.29,0.18
피자_스윗고구마 피자 (L),피자,해당없음,246,,11.63,,,6.8,,,,308.0,,,,,3.77,
피자_스윗고구마 피자 (L),피자,해당없음,205,,7.6,,,5.09,,,,260.0,,,,,3.25,
피자_스윗고구마 피자 (M),피자,해당없음,255,,13.1,,,7.09,,,,306.0,,,,,4.52,
피자_스윗고구마 피자 오리진 (L),피자,해당없음,270,,10.6,,,6.98,,,,355.0,,,,,3.39,
피자_스윗고구마 피자 오리진 (R),피자,해당없음,220,,13.9,,,1.07,,,,407.0,,,,,5.88,
피자_스윗고구마 피자 치즈캡 (L),피자,해당없음,270,,11.89,,,6.27,,,,388.0,,,,,4.14,
피자_스윗고구마 피자 치즈캡 (R),피자,해당없음,231,,12.84,,,1.83,,,,394.0,,,,,5.5,
피자_스윗고르곤졸라 피자 (L),피자,해당없음,428,,21.0,,,2.0,,,,390.0,,,,,10.0,
피자_스윗꽃맛살 피자 (L),피자,해당없음,219,,8.45,,,6.91,,,,630.0,,,,,2.36,
피자_스윗꽃맛살 피자 (M),피자,해당없음,231,,9.68,,,6.87,,,,631.0,,,,,2.83,
피자_스윗베이컨고구마 피자 (L),피자,해당없음,197,,10.69,,,3.19,,,,237.0,,,,,3.42,
피자_스윗파인고구마 피자 (L),피자,해당없음,134,,6.85,,,3.0,,,,139.0,,,,,1.54,
피자_스치새 피자 (L),피자,해당없음,276,,6.79,,,4.13,,,,500.0,,,,,1.12,
피자_스테이크불갈비 피자 (L),피자,해당없음,254,,15.16,,,4.29,,,,570.0,,,,,4.78,
피자_스테이크불갈비 피자 바이트 (L),피자,해당없음,249,,14.02,,,5.09,,,,562.0,,,,,5.18,
피자_스테이크새우 피자 (L),피자,해당없음,277,,6.94,,,4.35,,,,434.0,,,,,0.93,
피자_스테이크세보래 피자 씬 (L),피자,해당없음,212,,12.1,,,2.42,,,,439.0,,,,,4.52,
피자_스테이크세보래 피자 씬 (R),피자,해당없음,211,,11.11,,,3.03,,,,436.0,,,,,4.44,
피자_스테이크 피자 (L),피자,해당없음,272,,6.0,,,4.91,,,,422.0,,,,,1.02,
피자_스테이크 피자 (XL),피자,해당없음,263,,15.23,,,3.97,,,,409.0,,,,,3.97,
피자_스테이크 피자,피자,해당없음,246,,13.14,8.57,29.7,5.14,,,,417.0,,,,9.14,5.14,0.0
피자_스파이시 감자 포카챠,피자,해당없음,205,,8.5,,,2.0,,,,310.0,,,,,3.5,
피자_스파이시 쉬림프 피자 (L),피자,해당없음,224,,12.84,,,4.43,,,,441.0,,,,,3.88,
피자_스파이시 쉬림프 피자 (M),피자,해당없음,232,,14.46,,,4.62,,,,438.0,,,,,4.65,
피자_스파이시살라미 피자 (L),피자,해당없음,195,,10.14,,,2.4,,,,401.0,,,,,3.36,
피자_스파이시이탈리안 피자 (F),피자,해당없음,273,,10.74,,,4.13,,,,638.0,,,,,4.13,
피자_스파이시이탈리안 피자 (L),피자,해당없음,274,,11.17,,,3.91,,,,641.0,,,,,4.47,
피자_스파이시이탈리안 피자 (P),피자,해당없음,273,,11.38,,,4.07,,,,638.0,,,,,4.88,
피자_스파이시치킨랜치 피자 (F),피자,해당없음,279,,11.11,,,3.42,,,,673.0,,,,,4.27,
피자_스파이시치킨랜치 피자 (L),피자,해당없음,279,,11.49,,,3.45,,,,673.0,,,,,4.02,
피자_스파이시치킨랜치 피자 (P),피자,해당없음,279,,10.92,,,3.36,,,,672.0,,,,,4.2,
피자_스파이시치킨랜치 피자 (R),피자,해당없음,279,,10.94,,,3.91,,,,673.0,,,,,3.91,
피자_스파이시페페로니 피자 (L),피자,해당없음,254,,13.16,,,3.56,,,,568.0,,,,,5.16,
피자_스파이시포테이토 피자 (L),피자,해당없음,185,,8.2,,,2.4,,,,316.0,,,,,2.1,
피자_스팸맥앤치즈 피자,피자,해당없음,245,,10.98,,,5.52,,,,389.0,,,,,3.86,
피자_시그니처 피자 (L),피자,해당없음,291,,11.0,,,6.45,,,,283.0,,,,,3.75,
피자_시카고딥 피자 노엣지 (L),피자,해당없음,275,,15.54,,,2.73,,,,462.0,,,,,4.92,
피자_시카고딥 피자 노엣지 (R),피자,해당없음,338,,17.75,,,2.96,,,,467.0,,,,,6.51,
피자_식스치즈 피자 (F),피자,해당없음,271,,12.04,,,4.63,,,,610.0,,,,,3.7,
피자_식스치즈 피자 (L),피자,해당없음,273,,11.88,,,5.0,,,,613.0,,,,,3.75,
피자_식스치즈 피자 (P),피자,해당없음,272,,11.82,,,4.55,,,,610.0,,,,,3.64,
피자_신세개 피자 (L),피자,해당없음,248,,11.86,,,4.24,,,,285.0,,,,,4.24,
피자_싹스리버거 피자,피자,해당없음,266,,12.24,,,4.59,,,,400.0,,,,,4.08,
피자_쏘핫불고기 피자 (L),피자,해당없음,151,,12.44,,,4.67,,,,659.0,,,,,4.0,
피자_쏘핫불고기 피자 (L),피자,해당없음,186,,10.28,,,3.66,,,,327.0,,,,,1.31,
피자_쏘핫불고기 피자 (R),피자,해당없음,230,,12.01,,,6.13,,,,308.0,,,,,1.36,
피자_쏘핫불고기 피자 밀도우 (L),피자,해당없음,106,,9.47,,,4.4,,,,223.0,,,,,2.61,
피자_쏘핫불고기 피자 밀도우 (R),피자,해당없음,70,,6.31,,,2.94,,,,149.0,,,,,1.74,
피자_쏘핫불고기 피자 씬도우 (L),피자,해당없음,106,,9.48,,,4.42,,,,223.0,,,,,2.62,
피자_쏘핫불고기 피자 씬도우 (R),피자,해당없음,70,,6.32,,,2.95,,,,149.0,,,,,1.75,
피자_쓰리고 피자 (L),피자,해당없음,209,,13.42,,,5.22,,,,350.0,,,,,1.96,
피자_쓰리고 피자 (M),피자,해당없음,218,,15.15,,,6.06,,,,351.0,,,,,2.35,
피자_아메리칸 미트 피자,피자,해당없음,269,,9.95,,,6.02,,,,521.0,,,,,4.94,
피자_아메리칸스페셜 피자 (L),피자,해당없음,281,,14.07,,,3.7,,,,388.0,,,,,4.44,
피자_아보카도바이트 피자 (L),피자,해당없음,231,,11.23,,,7.85,,,,500.0,,,,,3.71,
피자_아보카도바이트 피자 (M),피자,해당없음,224,,11.29,,,8.44,,,,500.0,,,,,3.4,
피자_아시아고 피자 고구마크러스트 (L),피자,해당없음,250,,11.82,,,5.45,,,,379.0,,,,,3.91,
피자_아시아고 피자 고구마크러스트 (R),피자,해당없음,249,,11.49,,,5.75,,,,376.0,,,,,3.79,
피자_아시아고 피자 밀스크린 (L),피자,해당없음,262,,12.77,,,4.26,,,,493.0,,,,,4.26,
피자_아시아고 피자 밀스크린 (R),피자,해당없음,260,,13.43,,,4.48,,,,491.0,,,,,4.48,
피자_아시아고 피자 밀스크린고구마크러스트 (L),피자,해당없음,254,,11.32,,,5.66,,,,448.0,,,,,3.87,
피자_아시아고 피자 밀스크린고구마크러스트 (R),피자,해당없음,249,,11.69,,,6.49,,,,440.0,,,,,4.03,
피자_아시아고 피자 밀스크린체다크림크러스트 (L),피자,해당없음,258,,12.26,,,6.6,,,,540.0,,,,,4.06,
피자_아시아고 피자 밀스크린체다크림크러스트 (R),피자,해당없음,253,,11.69,,,6.49,,,,540.0,,,,,4.29,
피자_아시아고 피자 밀스크린치즈크러스트 (L),피자,해당없음,250,,13.21,,,3.77,,,,493.0,,,,,3.96,
피자_아시아고 피자 밀스크린치즈크러스트 (R),피자,해당없음,242,,12.66,,,3.8,,,,489.0,,,,,4.18,
피자_아시아고 피자 백미스크린 (L),피자,해당없음,256,,12.22,,,7.78,,,,480.0,,,,,4.33,
피자_아시아고 피자 백미스크린 (R),피자,해당없음,251,,12.31,,,7.69,,,,474.0,,,,,4.62,
피자_아시아고 피자 백미스크린치즈크러스트 (L),피자,해당없음,243,,12.75,,,6.86,,,,483.0,,,,,4.02,
피자_아시아고 피자 백미스크린치즈크러스트 (R),피자,해당없음,237,,13.16,,,6.58,,,,482.0,,,,,4.21,
피자_아시아고 피자 씬 (L),피자,해당없음,272,,13.85,,,4.62,,,,400.0,,,,,7.54,
피자_아시아고 피자 씬 (R),피자,해당없음,271,,13.73,,,5.88,,,,394.0,,,,,7.45,
피자_아시아고 피자 체다크림크러스트 (L),피자,해당없음,251,,11.71,,,6.31,,,,463.0,,,,,4.05,
피자_아시아고 피자 체다크림크러스트 (R),피자,해당없음,253,,11.49,,,5.75,,,,464.0,,,,,4.02,
피자_아시아고 피자 치즈크러스트 (L),피자,해당없음,245,,12.73,,,3.64,,,,423.0,,,,,4.09,
피자_아시아고 피자 치즈크러스트 (R),피자,해당없음,245,,12.5,,,3.41,,,,426.0,,,,,3.98,
피자_아시아고 피자 팬 (L),피자,해당없음,257,,13.27,,,4.08,,,,413.0,,,,,4.29,
피자_아시아고 피자 팬 (R),피자,해당없음,258,,12.99,,,3.9,,,,412.0,,,,,4.16,
피자_아시아고 피자 흑미스크린 (L),피자,해당없음,249,,12.22,,,5.56,,,,418.0,,,,,4.33,
피자_아시아고 피자 흑미스크린 (R),피자,해당없음,245,,12.31,,,6.15,,,,417.0,,,,,4.62,
피자_아시아고 피자 흑미스크린치즈크러스트 (R),피자,해당없음,233,,13.16,,,5.26,,,,433.0,,,,,4.21,
피자_아이리쉬포테이토 피자 (F),피자,해당없음,241,,9.63,,,3.7,,,,508.0,,,,,2.96,
피자_아이리쉬포테이토 피자 (L),피자,해당없음,242,,9.0,,,3.0,,,,510.0,,,,,3.0,
피자_아이리쉬포테이토 피자 (P),피자,해당없음,242,,9.49,,,3.65,,,,509.0,,,,,2.92,
피자_아이리쉬포테이토 피자 (R),피자,해당없음,241,,9.46,,,3.38,,,,508.0,,,,,3.38,
피자_아이리쉬포테이토 피자,피자,해당없음,234,,9.66,6.25,34.58,3.98,,,,322.0,,,,15.34,3.98,0.0
피자_알고구마 피자 (L),피자,해당없음,259,,9.25,,,9.71,,,,223.0,,,,,3.15,
피자_알바의실수 피자 (L),피자,해당없음,253,,15.38,,,1.47,,,,328.0,,,,,5.31,
피자_알바의실수 피자 (R),피자,해당없음,253,,15.29,,,1.46,,,,328.0,,,,,5.35,
피자_앵거스 비프 랍스타 피자,피자,해당없음,231,,13.12,,,5.05,,,,399.0,,,,,3.64,
피자_야채퀘사디아 피자,피자,해당없음,249,,13.07,8.04,31.16,4.02,,,,372.0,,,,5.03,1.01,0.0
피자_야채킹 피자 밀도우 (L),피자,해당없음,108,,5.38,,,0.97,,,,146.0,,,,,2.94,
피자_야채킹 피자 밀도우 (R),피자,해당없음,72,,3.57,,,0.64,,,,97.0,,,,,1.96,
피자_야채킹 피자 씬도우 (L),피자,해당없음,108,,5.37,,,0.98,,,,146.0,,,,,2.96,
피자_야채킹 피자 씬도우 (R),피자,해당없음,72,,3.58,,,0.65,,,,97.0,,,,,1.97,
피자_야채 피자 (L),피자,해당없음,223,,11.52,,,6.06,,,,471.0,,,,,3.03,
피자_야채 피자 (L),피자,해당없음,278,,13.19,,,2.58,,,,321.0,,,,,5.18,
피자_야채 피자 (L),피자,해당없음,208,,10.86,,,5.06,,,,377.0,,,,,2.75,
피자_야채 피자 (L),피자,해당없음,218,,11.54,,,5.13,,,,231.0,,,,,3.46,
피자_야채 피자 (L),피자,해당없음,322,,6.59,,,3.53,,,,381.0,,,,,1.12,
피자_야채 피자 (L),피자,해당없음,256,,12.91,6.93,28.77,6.05,,,,330.0,,,,15.46,4.1,0.15
피자_야채 피자 (M),피자,해당없음,213,,12.62,,,4.73,,,,385.0,,,,,2.83,
피자_야채 피자 (R),피자,해당없음,223,,12.31,,,4.62,,,,231.0,,,,,3.54,
피자_야채 피자 (XL),피자,해당없음,272,,16.77,,,4.19,,,,369.0,,,,,4.19,
피자_야채 피자 (XL),피자,해당없음,218,,14.84,,,1.11,,,,270.0,,,,,2.22,
피자_야채 피자 리치골드(L),피자,해당없음,243,,11.04,,,4.07,,,,407.0,,,,,4.59,
피자_야채 피자 리치골드 (M),피자,해당없음,251,,11.47,,,4.59,,,,383.0,,,,,4.86,
피자_얌얌페페로니 피자,피자,해당없음,331,,15.14,,,2.8,,,,697.0,,,,,9.63,
피자_양송이더블불고 피자 (L),피자,해당없음,233,,14.1,,,2.56,,,,329.0,,,,,3.85,
피자_어깨 피자 (L),피자,해당없음,283,,16.67,,,3.0,,,,400.0,,,,,6.33,
피자_어니언불고기 피자 (L),피자,해당없음,276,,22.0,,,5.0,,,,395.0,,,,,3.0,
피자_언더더씨 피자 (L),피자,해당없음,255,,15.83,,,4.39,,,,419.0,,,,,4.96,
피자_언더더씨 피자 (R),피자,해당없음,256,,15.83,,,4.33,,,,419.0,,,,,5.0,
피자_에그머니나 피자 (L),피자,해당없음,276,,13.27,,,7.34,,,,349.0,,,,,4.61,
피자_에그콘 피자 (L),피자,해당없음,237,,9.0,,,6.0,,,,360.0,,,,,3.75,
피자_오리지널슈프림 피자 마니아 에어도우 (L),피자,해당없음,247,,11.8,,,2.7,,,,437.0,,,,,4.43,
피자_오리지널슈프림 피자 마니아 에어도우 (M),피자,해당없음,203,,9.68,,,2.29,,,,421.0,,,,,3.03,
피자_오리지널슈프림 피자 마니아 파마산엣지 (L),피자,해당없음,206,,10.0,,,2.48,,,,440.0,,,,,3.04,
피자_오리지널슈프림 피자 마니아 파마산엣지 (M),피자,해당없음,207,,10.21,,,2.23,,,,439.0,,,,,3.26,
피자_오지치즈후라이 피자,피자,해당없음,255,,13.47,,,3.52,,,,435.0,,,,,4.31,
피자_옥수수 피자 (L),피자,해당없음,222,,8.89,,,6.67,,,,300.0,,,,,2.56,
피자_올미트 피자 (F),피자,해당없음,254,,12.78,,,3.76,,,,577.0,,,,,4.51,
피자_올미트 피자 (L),피자,해당없음,254,,13.13,,,4.04,,,,575.0,,,,,4.55,
피자_올미트 피자 (P),피자,해당없음,253,,13.24,,,3.68,,,,574.0,,,,,4.41,
피자_올미트 피자 (R),피자,해당없음,253,,13.01,,,4.11,,,,575.0,,,,,4.79,
피자_올스타 피자 (L),피자,해당없음,157,,10.57,,,2.24,,,,267.0,,,,,2.61,
피자_올포유 피자 (L),피자,해당없음,147,,7.35,,,5.2,,,,239.0,,,,,2.31,
피자_와규베스트플래버 피자 (L),피자,해당없음,237,,14.64,,,2.8,,,,346.0,,,,,5.6,
피자_와규소보로 피자 (L),피자,해당없음,246,,10.41,,,10.64,,,,449.0,,,,,3.38,
피자_와규소보로 피자 (M),피자,해당없음,240,,11.99,,,10.25,,,,465.0,,,,,3.18,
피자_와이키키 피자 골드스윗 (L),피자,해당없음,268,,13.95,,,3.1,,,,367.0,,,,,6.2,
피자_와이키키 피자 골드스윗 (R),피자,해당없음,266,,13.51,,,3.24,,,,363.0,,,,,6.49,
피자_와이키키 피자 리코타링 (L),피자,해당없음,268,,14.41,,,2.54,,,,402.0,,,,,5.93,
피자_와이키키 피자 리코타링 (R),피자,해당없음,268,,14.29,,,2.98,,,,407.0,,,,,6.55,
피자_와이키키 피자 석쇠 (L),피자,해당없음,263,,14.29,,,1.9,,,,370.0,,,,,4.76,
피자_와이키키 피자 석쇠 (R),피자,해당없음,262,,14.19,,,2.03,,,,370.0,,,,,5.41,
피자_와이키키 피자 씬도우 (L),피자,해당없음,292,,13.48,,,3.93,,,,393.0,,,,,7.3,
피자_와이키키 피자 씬도우 (R),피자,해당없음,304,,14.41,,,3.6,,,,431.0,,,,,6.31,
피자_와이키키 피자 치즈링 (L),피자,해당없음,260,,15.0,,,1.67,,,,430.0,,,,,5.0,
피자_와이키키 피자 치즈링 (R),피자,해당없음,259,,15.03,,,1.73,,,,439.0,,,,,5.78,
피자_왕손뚱베이컨 피자 (L),피자,해당없음,262,,16.23,,,2.7,,,,440.0,,,,,5.02,
피자_용암불고기 피자 (L),피자,해당없음,255,,14.47,,,5.0,,,,421.0,,,,,4.74,
피자_용암불고기 피자 (R),피자,해당없음,255,,14.0,,,5.0,,,,421.0,,,,,4.73,
피자_우리 고구마 피자 오리지널 (L),피자,해당없음,248,,10.5,9.36,30.42,5.7,,,,348.0,,,,20.54,4.6,0.24
피자_우주선 피자,피자,해당없음,268,,10.0,,,5.88,,,,317.0,,,,,3.68,
피자_울트라콤비네이션 피자 (L),피자,해당없음,239,,11.56,,,6.12,,,,340.0,,,,,4.08,
피자_웃음꽃 피자 (L),피자,해당없음,221,,14.41,,,2.7,,,,351.0,,,,,4.5,
피자_웃음꽃 피자 (R),피자,해당없음,225,,9.8,,,2.94,,,,373.0,,,,,4.9,
피자_웨지포테이토 피자 마니아 에어도우 (L),피자,해당없음,266,,11.06,,,1.95,,,,428.0,,,,,4.39,
피자_웨지포테이토 피자 마니아 에어도우 (M),피자,해당없음,267,,11.05,,,1.88,,,,428.0,,,,,4.4,
피자_웨지포테이토 피자 마니아 파마산엣지 (L),피자,해당없음,268,,11.43,,,1.9,,,,445.0,,,,,4.52,
피자_웨지포테이토 피자 마니아 파마산엣지 (M),피자,해당없음,269,,11.7,,,1.8,,,,453.0,,,,,4.6,
피자_웨지포테이토 피자 (L),피자,해당없음,231,,11.05,,,5.62,,,,245.0,,,,,2.56,
피자_웨지포테이토 피자 (M),피자,해당없음,241,,12.44,,,5.86,,,,245.0,,,,,3.07,
피자_웰빙다이어트야채 피자 (L),피자,해당없음,245,,13.02,,,4.09,,,,394.0,,,,,5.02,
피자_웨지포테이토 피자,피자,해당없음,302,,11.96,,,1.72,,,,411.0,,,,,7.48,
피자_위스콘신치즈포테이토 피자 (F),피자,해당없음,284,,14.06,,,1.56,,,,677.0,,,,,7.03,
피자_위스콘신치즈포테이토 피자 (L),피자,해당없음,278,,12.63,,,2.63,,,,652.0,,,,,5.26,
피자_위스콘신치즈포테이토 피자 (P),피자,해당없음,252,,12.31,,,3.08,,,,532.0,,,,,5.38,
피자_유로코베스트 피자,피자,해당없음,272,,12.92,,,4.4,,,,433.0,,,,,5.36,
피자_이탈리안치즈 피자 (L),피자,해당없음,283,,17.07,,,3.93,,,,572.0,,,,,4.4,
피자_이탈리안치즈 피자 (L),피자,해당없음,288,,11.61,,,5.48,,,,246.0,,,,,5.0,
피자_이탈리안치즈 피자 바이트 (L),피자,해당없음,272,,15.45,,,4.92,,,,565.0,,,,,4.97,
피자_인싸 피자 (L),피자,해당없음,290,,15.4,,,3.0,,,,384.0,,,,,3.27,
피자_전주불백 피자 (L),피자,해당없음,217,,10.87,,,3.26,,,,337.0,,,,,3.37,
피자_전주불백 피자 (R),피자,해당없음,221,,12.79,,,3.49,,,,326.0,,,,,3.26,
피자_점보꿀고구마 피자,피자,해당없음,251,,14.05,,,7.18,,,,282.0,,,,,4.18,
피자_점보불고기 피자,피자,해당없음,221,,16.29,,,6.1,,,,312.0,,,,,6.73,
피자_점보스테이크불갈비 피자 (L),피자,해당없음,240,,12.47,,,5.75,,,,321.0,,,,,4.69,
피자_콤비네이션 피자 (J),피자,해당없음,232,,14.17,,,7.06,,,,313.0,,,,,4.12,
피자_점보포테이토 피자 (L),피자,해당없음,233,,11.17,,,5.87,,,,254.0,,,,,5.56,
피자_제노베제 살시챠 포카챠,피자,해당없음,205,,8.5,,,1.5,,,,240.0,,,,,3.5,
피자_제주 고르곤졸라 피자 메가크런치 씬 (L),피자,해당없음,404,,16.27,,,3.43,,,,577.0,,,,,12.24,
피자_존스페이버릿 피자 (F),피자,해당없음,289,,12.28,,,4.39,,,,636.0,,,,,4.39,
피자_존스페이버릿 피자 (L),피자,해당없음,289,,12.35,,,4.12,,,,634.0,,,,,4.71,
피자_존스페이버릿 피자 (P),피자,해당없음,290,,12.07,,,4.31,,,,635.0,,,,,4.31,
피자_직화바베큐 피자,피자,해당없음,246,,13.89,8.89,21.67,1.11,,,,236.0,,,,0.0,3.89,0.11
피자_직화불고기 피자 (L),피자,해당없음,243,,14.67,,,2.67,,,,344.0,,,,,4.27,
피자_직화불고기 피자 (L),피자,해당없음,314,,14.32,,,4.18,,,,393.0,,,,,3.62,
피자_직화불고기 피자 리치골드(L),피자,해당없음,269,,12.3,,,3.67,,,,466.0,,,,,5.11,
피자_직화불고기 피자 리치골드(M),피자,해당없음,272,,12.63,,,4.21,,,,435.0,,,,,5.26,
피자_직화불고기 피자 치즈크러스트 (L),피자,해당없음,270,,13.28,,,2.15,,,,488.0,,,,,4.96,
피자_직화불고기 피자 치즈크러스트 (M),피자,해당없음,271,,13.98,,,2.04,,,,504.0,,,,,5.39,
피자_직화불고기 피자,피자,해당없음,261,,14.31,,,5.19,,,,436.0,,,,,3.79,
피자_직화스테이크 피자 (L),피자,해당없음,193,,11.03,,,2.54,,,,301.0,,,,,3.15,
피자_직화파인애플 피자,피자,해당없음,230,,5.95,6.49,31.89,3.78,,,,378.0,,,,15.68,2.7,0.0
