식품명,대표식품명,식품중분류명,에너지(kcal),수분(g),단백질(g),지방(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),나트륨(mg),비타민 A(μg RAE),비타민 D(μg),비타민 C(mg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g)
비스킷/쿠키/크래커_크랜베리 화이트 초코 쿠키,비스킷/쿠키/크래커,해당없음,466,,5.0,,,47.5,,,,129.0,,,,,11.25,
비스킷/쿠키/크래커_크리미초코 감자 쿠키,비스킷/쿠키/크래커,해당없음,500,,6.94,,,27.78,,,,403.0,,,,,15.28,
비스킷/쿠키/크래커_크리미치즈 그레인 쿠키,비스킷/쿠키/크래커,해당없음,557,,9.0,,,24.0,,,,240.0,,,,,17.0,
비스킷/쿠키/크래커_크림치즈비스켓&딸기잼,비스킷/쿠키/크래커,해당없음,434,,6.52,,,16.3,,,,500.0,,,,,14.13,
비스킷/쿠키/크래커_클래식 르뱅쿠키,비스킷/쿠키/크래커,해당없음,510,,6.47,10.12,,25.32,,,,183.0,,,,,,
비스킷/쿠키/크래커_트리플 초코 쿠키,비스킷/쿠키/크래커,해당없음,486,,6.25,,,42.5,,,,160.0,,,,,13.75,
비스킷/쿠키/크래커_현미누룽지칩,비스킷/쿠키/크래커,해당없음,403,,8.0,2.33,87.33,0.67,,,,24.0,,,,0.0,0.33,0.0
비스킷/쿠키/크래커_화이트 초콜릿 카우보이 쿠키,비스킷/쿠키/크래커,해당없음,529,,5.88,,,36.47,,,,565.0,,,,,15.29,
비스킷/쿠키/크래커_갈레트브르통 (L),비스킷/쿠키/크래커,해당없음,591,,5.9,40.5,50.6,18.6,,,,168.0,,,,,13.2,
비스킷/쿠키/크래커_다크초콜릿마카다미아 쿠키,비스킷/쿠키/크래커,해당없음,450,,3.33,23.33,56.67,30.0,,,,467.0,,,,16.67,10.67,0.0
비스킷/쿠키/크래커_더블퍼지 쿠키,비스킷/쿠키/크래커,해당없음,433,,6.67,20.0,60.0,36.67,,,,283.0,,,,16.67,11.0,0.0
비스킷/쿠키/크래커_돼지바 쿠키,비스킷/쿠키/크래커,해당없음,384,,5.83,21.67,37.5,19.17,,,,103.0,,,,75.83,6.42,0.0
비스킷/쿠키/크래커_마카다미아,비스킷/쿠키/크래커,해당없음,553,,5.26,,,34.21,,,,474.0,,,,,11.32,
비스킷/쿠키/크래커_마카롱꼬끄,비스킷/쿠키/크래커,해당없음,400,,8.0,,,25.0,,,,60.0,,,,,12.0,
비스킷/쿠키/크래커_발로나스모어 쿠키,비스킷/쿠키/크래커,해당없음,487,,6.8,,,30.86,,,,91.0,,,,,10.78,
비스킷/쿠키/크래커_브라우니 쿠키,비스킷/쿠키/크래커,해당없음,448,,4.0,,,33.0,,,,136.0,,,,,4.6,
비스킷/쿠키/크래커_쑥단팥스모어 쿠키,비스킷/쿠키/크래커,해당없음,440,,6.37,,,29.33,,,,122.0,,,,,7.85,
비스킷/쿠키/크래커_아메리칸 쿠키,비스킷/쿠키/크래커,해당없음,535,,5.81,,74.18,40.34,,,,384.0,,,,0.39,10.94,
비스킷/쿠키/크래커_아몬드 로쉐,비스킷/쿠키/크래커,해당없음,512,,16.2,25.7,54.0,39.8,,,,171.0,,,,,1.2,
비스킷/쿠키/크래커_알콘칩스,비스킷/쿠키/크래커,해당없음,375,,4.41,,47.51,13.62,,,,592.0,,,,,3.36,
비스킷/쿠키/크래커_약과 크림치즈 쿠키,비스킷/쿠키/크래커,해당없음,418,,4.62,,,23.08,,,,132.0,,,,,8.46,
비스킷/쿠키/크래커_약과 쿠키,비스킷/쿠키/크래커,해당없음,452,,4.62,12.31,78.46,33.08,,,,100.0,,,,21.54,5.0,0.0
비스킷/쿠키/크래커_월넛 초코 쿠키,비스킷/쿠키/크래커,해당없음,546,,7.38,,,24.46,,,,152.0,,,,,10.46,
비스킷/쿠키/크래커_잉글리쉬토피 쿠키,비스킷/쿠키/크래커,해당없음,450,,3.33,20.0,60.0,30.0,,,,400.0,,,,33.33,10.67,0.0
비스킷/쿠키/크래커_초코칩 쿠키,비스킷/쿠키/크래커,해당없음,432,,5.0,,,33.0,,,,181.0,,,,,4.4,
비스킷/쿠키/크래커_초코칩 쿠키,비스킷/쿠키/크래커,해당없음,548,,5.92,,73.48,44.5,,,,256.0,,,,0.35,13.65,
비스킷/쿠키/크래커_초콜릿 청크,비스킷/쿠키/크래커,해당없음,526,,5.26,,,36.84,,,,474.0,,,,,12.37,
비스킷/쿠키/크래커_칩카사바,비스킷/쿠키/크래커,해당없음,522,,1.48,,,2.5,,,,398.0,,,,,4.52,
비스킷/쿠키/크래커_코코아망 (L),비스킷/쿠키/크래커,해당없음,563,,9.5,37.7,46.3,23.0,,,,183.0,,,,,12.4,
비스킷/쿠키/크래커_크랜베리아몬드 쿠키,비스킷/쿠키/크래커,해당없음,518,,6.4,,72.81,38.52,,,,346.0,,,,0.31,8.9,
비스킷/쿠키/크래커_크랜베리월넛 쿠키,비스킷/쿠키/크래커,해당없음,433,,6.67,20.0,60.0,30.0,,,,333.0,,,,0.0,6.67,0.0
비스킷/쿠키/크래커_크로켄트 (L),비스킷/쿠키/크래커,해당없음,556,,10.2,36.2,47.3,14.0,,,,178.0,,,,,9.2,
비스킷/쿠키/크래커_퍼지브라우니,비스킷/쿠키/크래커,해당없음,487,,5.26,,,39.47,,,,395.0,,,,,10.79,
비스킷/쿠키/크래커_퍼지월넛 쿠키,비스킷/쿠키/크래커,해당없음,450,,6.67,26.67,53.33,26.67,,,,283.0,,,,16.67,9.33,0.0
비스킷/쿠키/크래커_포테이토앤칩스 점보팩,비스킷/쿠키/크래커,해당없음,401,,3.46,,,9.19,,,,,,,,,3.99,
비스킷/쿠키/크래커_피넛 버터,비스킷/쿠키/크래커,해당없음,553,,5.26,,,34.21,,,,474.0,,,,,11.32,
비스킷/쿠키/크래커_허쉬 초코 멜로 쿠키,비스킷/쿠키/크래커,해당없음,522,,8.89,,66.67,26.67,,,,344.0,,,,,11.11,
비스킷/쿠키/크래커_허쉬 초콜릿 칩 싱글 쿠키,비스킷/쿠키/크래커,해당없음,372,,4.0,,68.0,32.0,,,,192.0,,,,,6.4,
비스킷/쿠키/크래커_허쉬 화이트 칩 위드 아몬드 쿠키,비스킷/쿠키/크래커,해당없음,494,,8.0,,66.0,24.0,,,,430.0,,,,,12.0,
비스킷/쿠키/크래커_흑임자호두 쿠키,비스킷/쿠키/크래커,해당없음,545,,7.63,,67.81,34.82,,,,314.0,,,,0.44,10.24,
시리얼_무슬리,시리얼,해당없음,445,,12.0,,,37.5,,,,11.0,,,,,7.5,
웨이퍼_크리스피초콜릿웨이퍼,웨이퍼,해당없음,528,,7.0,31.0,55.0,36.0,,,,85.0,,,,0.0,21.0,0.62
젤리_베어리스타 오가닉 젤리,젤리,해당없음,350,,0.0,,,58.33,,,,303.0,,,,,0.0,
젤리_트로피컬원더젤리,젤리,해당없음,328,,0.0,0.0,82.0,70.0,,,,0.0,,,,0.0,0.0,0.0
초콜릿_로고 코인 다크 초콜릿 골드,초콜릿,해당없음,510,,10.0,,,26.0,,,,0.0,,,,,26.0,
초콜릿_로고 코인 밀크 초콜릿 실버,초콜릿,해당없음,512,,8.0,,,60.0,,,,100.0,,,,,18.0,
초콜릿_로스티드 아몬드 앤 초콜릿,초콜릿,해당없음,527,,5.36,,,50.0,,,,143.0,,,,,10.71,
초콜릿_로스티드 헤이즐넛 초콜릿,초콜릿,해당없음,611,,9.09,,40.0,36.36,,,,64.0,,,,,18.18,
초콜릿_로아커 초콜릿 클래식 다크,초콜릿,해당없음,518,,6.4,,,34.2,,,,20.0,,,,,22.8,
초콜릿_로아커 초콜릿 클래식 밀크,초콜릿,해당없음,530,,10.6,,,43.8,,,,92.0,,,,,19.6,
초콜릿_리저브 초콜릿 세트,초콜릿,해당없음,503,,5.56,,,52.78,,,,50.0,,,,,16.67,
초콜릿_마이 스위티 까페,초콜릿,해당없음,571,,4.76,,,52.38,,,,95.0,,,,,21.43,
초콜릿_마이 스위티 브라운,초콜릿,해당없음,571,,4.76,,,47.62,,,,48.0,,,,,22.86,
캔디_씨프렌즈 캔디,캔디,해당없음,392,,0.0,,,68.0,,,,10.0,,,,,0.0,
캔디_아몬드 토피넛 캔디,캔디,해당없음,527,,1.67,,,55.0,,,,125.0,,,,,15.0,
소금빵_고짠고짠소금버터링,소금빵,해당없음,325,,8.33,11.67,46.67,3.33,,,,650.0,,,,0.0,6.83,0.0
소금빵_발효버터 명란소금빵,소금빵,해당없음,392,,7.69,21.54,41.54,7.69,,,,862.0,,,,5.38,10.77,0.0
소금빵_발효버터 소금빵,소금빵,해당없음,373,,7.27,16.36,49.09,9.09,,,,545.0,,,,0.0,9.09,0.0
소금빵_뺑오플레르 (L),소금빵,해당없음,338,,8.0,,,2.0,,,,454.0,,,,,12.0,
소금빵_앙버터 소금빵,소금빵,해당없음,376,,7.63,17.88,47.63,8.88,,,,285.0,,,,,14.38,
소금빵_앙버터 소금빵 (L),소금빵,해당없음,381,,7.66,18.34,47.66,9.03,,,,268.0,,,,,13.79,
크로플_감당해봐 대왕크로플,크로플,해당없음,307,,7.27,10.91,38.18,4.55,,,,307.0,,,,41.82,7.27,0.0
크로플_내맘담은 종합과자세트 크로플,크로플,해당없음,237,,4.62,9.62,31.54,11.92,,,,159.0,,,,23.46,5.38,0.0
크로플_녹차 아이스크림 크로플,크로플,해당없음,183,,3.41,8.78,21.46,12.2,,,,107.0,,,,18.05,6.34,0.0
크로플_누텔라 위에 뛰노는 큐브치즈 크로플,크로플,해당없음,357,,6.67,16.67,41.11,17.78,,,,268.0,,,,57.78,8.89,0.0
크로플_누텔라 초코 딸기 크로플,크로플,해당없음,255,,4.0,13.0,28.0,19.0,,,,140.0,,,,14.0,10.0,0.0
크로플_누텔라 초코 바나나 크로플,크로플,해당없음,250,,5.0,13.0,25.0,15.0,,,,142.0,,,,13.0,10.0,0.0
크로플_누텔라 초코듬뿍 딸기 크로플 딸기청,크로플,해당없음,363,,6.0,15.0,43.0,23.0,,,,182.0,,,,24.0,7.0,0.0
크로플_누텔라 초코듬뿍 마시멜로 크로플,크로플,해당없음,351,,6.02,10.84,54.22,26.51,,,,227.0,,,,27.71,6.02,0.0
크로플_누텔라 초코듬뿍 바나나 크로플,크로플,해당없음,223,,4.0,7.2,33.6,15.2,,,,141.0,,,,18.4,4.0,0.0
크로플_누텔라 초코듬뿍 크로플,크로플,해당없음,358,,7.69,13.85,46.15,16.92,,,,271.0,,,,35.38,7.69,0.0
크로플_누텔라 초코범벅에 미치다,크로플,해당없음,281,,6.0,11.33,35.33,10.0,,,,230.0,,,,31.33,7.33,0.0
크로플_누텔라 초코범벅에 미치다 딸기,크로플,해당없음,251,,4.74,8.42,29.47,8.42,,,,182.0,,,,24.74,5.26,0.0
크로플_누텔라 초코범벅에 미치다 바나나,크로플,해당없음,226,,4.5,8.0,31.5,11.0,,,,173.0,,,,23.5,5.0,0.0
크로플_누텔라 초코범벅에 미치다 생딸기&바나나,크로플,해당없음,216,,4.0,7.11,28.89,10.22,,,,154.0,,,,20.89,4.44,0.0
크로플_누텔라 초코범벅에 미치다 이쁜 너를 위한 생딸기,크로플,해당없음,251,,4.74,8.42,29.47,8.42,,,,182.0,,,,24.74,5.26,0.0
크로플_누텔라 크로플,크로플,해당없음,445,,8.96,,,17.91,,,,370.0,,,,,13.43,
크로플_누텔라 크로플,크로플,해당없음,307,,6.82,,,25.0,,,,258.0,,,,,12.5,
크로플_누텔라 크로플,크로플,해당없음,225,,4.0,12.0,22.0,17.0,,,,145.0,,,,13.0,10.0,0.0
크로플_누텔라 아이스크림 크로플,크로플,해당없음,260,,4.0,,,14.67,,,,172.0,,,,,8.0,
크로플_누텔라크로플,크로플,해당없음,478,,5.88,,,25.88,,,,308.0,,,,,9.88,
크로플_누텔라크림치즈 크로플,크로플,해당없음,384,,7.37,,,16.84,,,,387.0,,,,,12.63,
크로플_눈꽃 브라운치즈 크로플,크로플,해당없음,361,,8.57,17.14,40.0,12.86,,,,324.0,,,,55.71,11.43,0.0
크로플_눈꽃 카스텔라 범벅 크로플 생크림 카스텔라,크로플,해당없음,239,,5.56,8.89,32.22,8.89,,,,207.0,,,,35.56,5.56,0.0
크로플_눈꽃 카스텔라 범벅 크로플 커스터드 카스텔라,크로플,해당없음,301,,5.56,11.11,41.11,12.22,,,,227.0,,,,51.11,6.67,0.0
크로플_단팥생크림 크로플,크로플,해당없음,387,,6.32,,,6.32,,,,267.0,,,,,18.95,
크로플_달콤고소 인절미 크로플,크로플,해당없음,325,,8.75,15.0,36.25,10.0,,,,230.0,,,,32.5,6.25,0.0
크로플_딸기 아이스크림 크로플,크로플,해당없음,235,,6.5,13.8,19.6,18.8,,,,172.0,,,,12.8,8.3,0.0
크로플_딸기 아이스크림 크로플,크로플,해당없음,179,,3.41,7.32,22.93,13.66,,,,107.0,,,,20.0,4.88,0.0
크로플_딸기크림 크로플,크로플,해당없음,373,,5.81,,,20.93,,,,240.0,,,,,11.98,
크로플_땅콩범벅이 고소한 초코 크로플,크로플,해당없음,458,,10.91,27.27,54.55,27.27,,,,305.0,,,,27.88,8.48,0.0
크로플_로투스 크로플 생크림,크로플,해당없음,267,,5.0,10.0,36.0,12.0,,,,236.0,,,,23.0,6.0,0.0
크로플_로투스 크로플 초코커스터드크림,크로플,해당없음,356,,6.0,15.0,47.0,18.0,,,,255.0,,,,37.0,10.0,0.0
크로플_로투스 크로플 커스터드크림,크로플,해당없음,323,,6.0,13.0,44.0,15.0,,,,255.0,,,,37.0,8.0,0.0
크로플_루비자몽생크림 크로플,크로플,해당없음,383,,6.0,,,6.0,,,,255.0,,,,,19.0,
크로플_리얼초코 아이스크림 크로플,크로플,해당없음,290,,4.12,,,15.88,,,,168.0,,,,,10.59,
크로플_마약크림 딸기 크로플,크로플,해당없음,221,,4.0,14.0,25.0,12.0,,,,135.0,,,,12.0,10.0,0.0
크로플_마약크림 브륄레 크로플,크로플,해당없음,232,,4.0,15.0,21.0,17.0,,,,138.0,,,,11.0,10.0,0.0
크로플_마약크림 티라미슈 크로플,크로플,해당없음,240,,5.0,13.7,26.5,13.0,,,,141.0,,,,12.0,10.0,0.0
크로플_말차티라미수 크로플,크로플,해당없음,351,,6.67,,,11.43,,,,271.0,,,,,14.29,
크로플_매력무엇 돼지바 크로플,크로플,해당없음,375,,5.0,9.17,67.5,42.5,,,,183.0,,,,30.83,5.83,0.0
크로플_메이플 크로플,크로플,해당없음,360,,5.33,,,26.67,,,,288.0,,,,,10.67,
크로플_목구멍이 포도 청포도 크로플 생크림,크로플,해당없음,185,,3.64,6.36,26.36,9.09,,,,156.0,,,,20.91,4.55,0.0
크로플_목구멍이 포도청포도 크로플 커스터드크림,크로플,해당없음,235,,4.55,8.18,33.64,11.82,,,,173.0,,,,33.64,5.45,0.0
크로플_바나나누텔라 크로플,크로플,해당없음,294,,5.22,,,16.52,,,,216.0,,,,,7.83,
크로플_바나나생크림누텔라 크로플,크로플,해당없음,308,,4.24,,,15.76,,,,158.0,,,,,11.52,
크로플_바닐라 아이스크림 크로플,크로플,해당없음,231,,6.8,15.2,18.0,17.0,,,,181.0,,,,10.86,13.0,0.0
크로플_바닐라 아이스크림 크로플,크로플,해당없음,168,,3.41,11.22,18.54,10.24,,,,119.0,,,,22.93,5.85,0.0
크로플_버터 크로플,크로플,해당없음,425,,9.09,,,9.09,,,,440.0,,,,,16.36,
크로플_베리크런치 아이스크림 크로플,크로플,해당없음,244,,3.16,,,22.11,,,,157.0,,,,,6.84,
크로플_붕X싸만코 크로플,크로플,해당없음,221,,5.0,11.46,18.5,10.0,,,,152.0,,,,12.0,7.0,0.0
크로플_붕어둥절 붕어싸만코 크로플,크로플,해당없음,252,,4.0,8.0,38.0,15.0,,,,184.0,,,,25.0,5.0,0.0
크로플_브라운 치즈 크로플,크로플,해당없음,293,,6.32,,,27.37,,,,238.0,,,,,12.63,
크로플_브라운 치즈 크로플,크로플,해당없음,228,,6.0,12.5,20.0,10.0,,,,150.0,,,,11.0,10.0,0.0
크로플_브라운치즈 아이스크림 크로플,크로플,해당없음,425,,9.09,,,9.09,,,,440.0,,,,,16.36,
크로플_블루베리생크림 크로플,크로플,해당없음,338,,4.29,,,21.43,,,,181.0,,,,,12.86,
크로플_블루베리 아이스크림 크로플,크로플,해당없음,225,,2.7,,,20.0,,,,135.0,,,,,6.49,
크로플_블루베리요거트 아이스크림 크로플,크로플,해당없음,175,,3.41,7.32,23.41,14.63,,,,101.0,,,,19.51,4.88,0.0
크로플_블루베리크림치즈 크로플,크로플,해당없음,327,,5.5,,,21.1,,,,317.0,,,,,11.01,
크로플_블루베리크림 크로플,크로플,해당없음,368,,5.75,,,19.54,,,,237.0,,,,,11.84,
크로플_사과품은 크로플,크로플,해당없음,220,,4.0,10.0,20.0,15.0,,,,150.0,,,,12.0,10.0,0.0
크로플_생딸기생크림 크로플,크로플,해당없음,272,,4.49,,,7.69,,,,168.0,,,,,12.18,
크로플_생초콜릿생크림 크로플,크로플,해당없음,415,,5.1,,,17.2,,,,167.0,,,,,19.75,
크로플_생크림 고구마구마 크로플,크로플,해당없음,244,,4.0,7.0,38.0,16.0,,,,175.0,,,,23.0,5.0,0.0
크로플_생크림 과일폭탄 크로플,크로플,해당없음,245,,7.3,14.0,27.7,18.7,,,,157.0,,,,14.0,0.0,0.0
크로플_생크림 돼지바 크로플,크로플,해당없음,220,,5.0,11.48,15.8,13.0,,,,105.0,,,,5.0,11.9,0.0
크로플_생크림 듬뿍 딸기 크로플 딸기청,크로플,해당없음,217,,4.0,7.0,28.0,8.0,,,,172.0,,,,23.0,5.0,0.0
크로플_생크림 듬뿍 딸기 크로플 생딸기,크로플,해당없음,112,,3.23,4.52,19.35,5.81,,,,112.0,,,,14.84,3.23,0.0
크로플_생크림 듬뿍 망고 크로플,크로플,해당없음,160,,3.48,6.09,29.57,11.3,,,,160.0,,,,20.0,4.35,0.0
크로플_생크림 듬뿍 블루베리 크로플,크로플,해당없음,163,,3.64,6.36,30.0,11.82,,,,163.0,,,,20.91,4.55,0.0
크로플_생크림 딸기 크로플,크로플,해당없음,235,,4.0,14.0,23.0,10.0,,,,157.0,,,,14.0,10.0,0.0
크로플_생크림 딸기잼 크로플,크로플,해당없음,360,,5.0,7.0,68.0,45.0,,,,175.0,,,,23.0,5.0,0.0
크로플_생크림 로투스 크로플,크로플,해당없음,265,,4.3,15.2,27.5,11.0,,,,155.0,,,,14.0,12.0,0.0
크로플_생크림 망고 크로플,크로플,해당없음,219,,4.0,14.0,25.0,10.0,,,,157.0,,,,14.0,0.0,0.0
크로플_생크림 망고치즈케이크 크로플,크로플,해당없음,253,,6.0,13.0,27.0,16.0,,,,159.0,,,,15.2,12.1,0.4
크로플_생크림 블루베리 크로플,크로플,해당없음,215,,4.0,13.0,22.7,8.0,,,,154.0,,,,14.0,10.0,0.0
크로플_생크림 샤인머스캣 크로플,크로플,해당없음,226,,4.0,14.0,21.2,9.0,,,,155.0,,,,14.0,10.0,0.0
크로플_생크림 애플잼 크로플,크로플,해당없음,457,,4.0,7.0,91.0,65.0,,,,226.0,,,,23.0,5.0,0.0
크로플_생크림 오레오 크로플,크로플,해당없음,288,,5.0,15.5,33.0,20.0,,,,140.0,,,,0.0,7.0,0.0
크로플_생크림 위에 뛰노는 큐브퐁듀 크로플,크로플,해당없음,275,,5.0,12.5,33.33,15.83,,,,203.0,,,,43.33,7.5,0.0
크로플_생크림 큐브망고 크로스 크로플,크로플,해당없음,206,,3.81,6.67,30.48,11.43,,,,175.0,,,,21.9,4.76,0.0
크로플_생크림 큐브블루베리 크로스 크로플,크로플,해당없음,208,,3.81,6.67,30.48,12.38,,,,170.0,,,,21.9,4.76,0.0
크로플_생크림 크로플,크로플,해당없음,386,,5.71,,,11.43,,,,243.0,,,,,18.1,
크로플_생크림누텔라 크로플,크로플,해당없음,401,,5.98,,,16.24,,,,223.0,,,,,16.24,
크로플_생크림인절미 크로플,크로플,해당없음,253,,6.36,11.82,28.18,9.09,,,,170.0,,,,23.64,5.45,0.0
크로플_아몬드카라멜 아이스크림 크로플,크로플,해당없음,255,,3.03,,,18.79,,,,182.0,,,,,7.88,
크로플_아이스크림 크로플,크로플,해당없음,353,,6.0,,,21.0,,,,289.0,,,,,10.0,
크로플_아이스크림 크로플,크로플,해당없음,350,,1.27,,,16.4,,,,319.0,,,,,10.93,
크로플_앙증맞은 앙버터 크로플,크로플,해당없음,431,,5.56,27.78,38.89,11.11,,,,217.0,,,,73.33,8.56,1.11
크로플_애플사과 시나몬 크로플,크로플,해당없음,288,,5.0,7.5,46.25,20.0,,,,219.0,,,,28.75,5.0,0.0
크로플_애플생크림 크로플,크로플,해당없음,315,,4.29,,,16.43,,,,191.0,,,,,12.86,
크로플_애플시나몬 크로플,크로플,해당없음,288,,4.81,,,18.27,,,,249.0,,,,,8.65,
크로플_약과 크림 크로플,크로플,해당없음,345,,7.83,,,21.74,,,,272.0,,,,,10.58,
크로플_오레오 크로플 생크림,크로플,해당없음,235,,4.55,9.09,36.36,10.0,,,,211.0,,,,20.91,6.36,0.0
크로플_오레오 크로플 초코커스터드크림,크로플,해당없음,322,,5.0,14.0,45.0,15.0,,,,230.0,,,,37.0,10.0,0.0
크로플_오레오 크로플 커스터드크림,크로플,해당없음,289,,5.0,12.0,42.0,12.0,,,,230.0,,,,37.0,7.0,0.0
크로플_오레오생크림 크로플,크로플,해당없음,399,,5.56,,,15.08,,,,288.0,,,,,16.67,
크로플_와플보다 맛있는 플레인 크로플 빵,크로플,해당없음,275,,7.0,0.8,60.0,1.0,,,,660.0,,,,0.0,0.0,0.0
크로플_인생팥 크로플,크로플,해당없음,239,,6.5,12.0,24.7,17.7,,,,143.0,,,,12.0,1.0,0.0
크로플_인절미 연유 크로플,크로플,해당없음,486,,7.5,,47.5,11.25,,,,319.0,,,,,20.0,
크로플_인절미 크로플,크로플,해당없음,230,,5.0,12.0,30.0,13.5,,,,145.0,,,,13.0,10.0,0.0
크로플_전여친 생각 크로플 생크림,크로플,해당없음,360,,5.0,7.0,68.0,45.0,,,,175.0,,,,23.0,5.0,0.0
크로플_전여친 생각 크로플 크림치즈,크로플,해당없음,305,,6.36,18.18,28.18,10.0,,,,289.0,,,,75.45,12.73,0.91
크로플_체다치즈 크로플,크로플,해당없음,222,,4.0,13.0,18.0,9.0,,,,152.0,,,,12.0,10.0,0.0
크로플_초땅 반반크로스 크로플,크로플,해당없음,472,,8.33,23.15,64.81,36.11,,,,207.0,,,,26.85,12.04,0.0
크로플_초코 아이스크림 크로플,크로플,해당없음,234,,7.0,14.9,18.7,17.2,,,,178.0,,,,13.97,9.0,0.0
크로플_초코 아이스크림 크로플,크로플,해당없음,188,,3.41,8.78,22.93,13.66,,,,105.0,,,,20.98,5.85,0.0
크로플_초코 크로플,크로플,해당없음,493,,6.67,,46.67,10.67,,,,323.0,,,,,21.33,
크로플_초코벌집 크로플,크로플,해당없음,463,,7.41,,,20.99,,,,300.0,,,,,18.52,
크로플_초코크림 크로플,크로플,해당없음,381,,5.88,,,21.18,,,,244.0,,,,,12.0,
크로플_초코퐁듀 크로플,크로플,해당없음,463,,7.41,,,20.99,,,,300.0,,,,,18.52,
크로플_치즈몽땅 크로플,크로플,해당없음,300,,10.23,19.32,32.95,10.23,,,,460.0,,,,56.82,11.36,0.0
크로플_치즈범벅 크로플,크로플,해당없음,235,,5.0,15.0,25.0,11.0,,,,158.0,,,,12.0,11.2,0.0
크로플_카라멜 브라운치즈 크로플,크로플,해당없음,359,,8.0,16.0,42.67,14.67,,,,311.0,,,,52.0,10.67,0.0
크로플_카라멜 크로플,크로플,해당없음,493,,6.67,,46.67,10.67,,,,329.0,,,,,21.33,
크로플_카야치즈 크로플,크로플,해당없음,562,,5.88,,,29.19,,,,609.0,,,,,22.21,
크로플_카이막 크로플,크로플,해당없음,220,,6.0,14.75,15.0,11.0,,,,151.0,,,,1.28,1.34,0.0
크로플_커스터드 브륄레 크로플,크로플,해당없음,310,,5.56,10.0,45.56,20.0,,,,211.0,,,,41.11,6.67,0.0
크로플_커스터드에 반한 딸기 크로플 딸기청,크로플,해당없음,273,,5.0,9.0,35.0,11.0,,,,190.0,,,,37.0,6.0,0.0
크로플_커스터드에 반한 딸기 크로플 생딸기,크로플,해당없음,267,,5.0,9.0,33.0,9.0,,,,190.0,,,,37.0,6.0,0.0
크로플_쿠앤크 아이스크림 크로플,크로플,해당없음,233,,6.0,14.0,19.0,15.0,,,,175.0,,,,13.0,9.5,0.0
크로플_쿠앤크 아이스크림 크로플,크로플,해당없음,182,,3.41,8.29,21.95,12.2,,,,124.0,,,,20.98,5.85,0.0
크로플_크림치즈 엎은 누텔라 크로플,크로플,해당없음,351,,7.62,21.9,29.52,10.48,,,,309.0,,,,79.05,12.38,0.95
크로플_크림치즈 크로플,크로플,해당없음,363,,7.23,,,10.84,,,,436.0,,,,,14.46,
크로플_크림치즈&누텔라 크로플,크로플,해당없음,242,,5.0,13.8,28.0,19.0,,,,148.0,,,,13.0,10.0,0.0
크로플_티라미수 크로플,크로플,해당없음,351,,7.62,,,11.43,,,,271.0,,,,,14.29,
크로플_티라미수 크로플 생크림,크로플,해당없음,267,,10.0,13.0,26.0,4.0,,,,176.0,,,,23.0,8.0,0.0
크로플_티라미수 크로플 초코커스터드 크림,크로플,해당없음,326,,10.0,16.0,32.0,8.0,,,,188.0,,,,33.0,11.0,0.0
크로플_티라미수 크로플 커스터드 크림,크로플,해당없음,304,,10.0,15.0,30.0,6.0,,,,188.0,,,,33.0,9.0,0.0
크로플_티라미수크림 크로플,크로플,해당없음,356,,5.75,,,17.24,,,,240.0,,,,,11.72,
크로플_프렌치 아이스크림 크로플,크로플,해당없음,205,,2.73,,,15.3,,,,146.0,,,,,6.56,
크로플_플레인 크로플,크로플,해당없음,507,,7.14,,45.71,7.14,,,,343.0,,,,,22.86,
크로플_플레인 크로플,크로플,해당없음,264,,5.0,,,8.0,,,,206.0,,,,,7.0,
크로플_플레인 크로플,크로플,해당없음,411,,8.93,,,17.86,,,,336.0,,,,,7.86,
크로플_플레인크로플,크로플,해당없음,438,,9.09,,,8.18,,,,458.0,,,,,15.27,
크로플_호호불어 호떡 크로플,크로플,해당없음,299,,6.67,10.67,38.67,12.0,,,,227.0,,,,30.67,5.33,0.0
크로플_황치즈크림에 스며든 뽀또 크로플,크로플,해당없음,268,,5.26,10.53,35.79,8.42,,,,268.0,,,,26.32,7.37,0.0
크로플_황치즈크림위에 뛰노는 큐브치즈 크로플,크로플,해당없음,260,,5.22,12.17,29.57,9.57,,,,222.0,,,,45.22,7.83,0.0
스파게티_미트 토마토 파스타,스파게티,해당없음,185,,3.13,4.86,30.21,8.33,,,,484.0,,,,5.9,0.69,
스파게티_베이컨 크림 파스타,스파게티,해당없음,231,,5.39,10.44,28.96,3.03,,,,423.0,,,,10.1,4.04,
스파게티_쉬림프 로제 파스타,스파게티,해당없음,247,,6.06,11.78,29.63,6.73,,,,489.0,,,,8.75,5.72,
스파게티_뇨끼,스파게티,해당없음,172,,4.7,8.7,18.8,1.5,,,,345.0,,,,,4.2,
스프_단호박 크림 수프,스프,해당없음,131,,1.67,,,10.0,,,,161.0,,,,,6.67,
스프_양송이 수프,스프,해당없음,125,,1.5,,,2.0,,,,225.0,,,,,8.0,
스프_콘 수프,스프,해당없음,171,,2.0,,,13.5,,,,155.0,,,,,4.0,
스프_토마토 로제 수프,스프,해당없음,136,,2.78,,,7.78,,,,339.0,,,,,3.33,
스프_트러플 머쉬룸 수프볼,스프,해당없음,178,,5.52,,,3.87,,,,399.0,,,,,2.04,
스프_트러플 머쉬룸 수프,스프,해당없음,93,,1.67,,,1.67,,,,233.0,,,,,5.0,
